id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4
139,SRK0203GS,Rengas,Gluta aptera,Pohon Muda,icon/young_tree.svg,-,19,9,13,Mineral,-,-0.0388595,101.404651900000,"78,93189862","0,035",-,-,-,Effendi,10/02/2021 8:16,50000,272.13,-,"Chave et al, 2014",media/SRK_3_139.jpg,media/SRK_2_139.jpg,media/SRK_1_139.jpg,media/SRK_4_139.jpg
140,SRK0204GS,Pasir Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,35,15,13,Mineral,-,-0.0386867,101.404951700000,"66,03856651","0,036",-,-,-,Hendri,10/02/2021 8:32,50000,1499.70,-,"Chave et al, 2014",media/SRK_3_140.jpg,media/SRK_2_140.jpg,media/SRK_1_140.jpg,media/SRK_4_140.jpg
141,SRK0205GS,Medang,Alseodaphne sp,Pohon Muda,icon/young_tree.svg,Vulnerable,15,10,13,Mineral,-,-0.038845,101.4047249,"81,22866836","0,035",-,-,-,Hendri,10/02/2021 8:55,50000,174.61,-,"Chave et al, 2014",media/SRK_3_141.jpg,media/SRK_2_141.jpg,media/SRK_1_141.jpg,media/SRK_4_141.jpg
142,SRK0206GS,Pasir Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,27,13,13,Mineral,-,-0.0390009,101.404734900000,"73,8063358","0,035",-,-,-,Hendri,10/02/2021 9:03,50000,785.87,-,"Chave et al, 2014",media/SRK_3_142.jpg,media/SRK_2_142.jpg,media/SRK_1_142.jpg,media/SRK_4_142.jpg
143,SRK0207GS,Sendok Sendok,Endospermum spp,Pohon Muda,icon/young_tree.svg,Least Concern,30,13,13,Mineral,-,-0.0388897,101.404782100000,"72,92011091","0,035",-,-,-,Hendri,10/02/2021 9:17,50000,545.94,-,"Chave et al, 2014",media/SRK_3_143.jpg,media/SRK_2_143.jpg,media/SRK_1_143.jpg,media/SRK_4_143.jpg
144,SRK0208GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,30,14,13,Mineral,-,-0.0388781,101.404887600000,"53,30855602","0,035",-,-,-,Hendri,10/02/2021 9:45,50000,615.45,-,"Chave et al, 2014",media/SRK_3_144.jpg,media/SRK_2_144.jpg,media/SRK_1_144.jpg,media/SRK_4_144.jpg
145,SRK0209GS,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,Least Concern,25,12,13,Mineral,-,-0.0388987,101.405032900000,"41,20515314","0,036",-,-,-,Hendri,10/02/2021 10:26,50000,695.67,-,"Chave et al, 2014",media/SRK_3_145.jpg,media/SRK_2_145.jpg,media/SRK_1_145.jpg,media/SRK_4_145.jpg
146,SRK0210GS,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,Least Concern,22,13,13,Mineral,-,-0.0388602,101.404797700000,"93,14169393","0,035",-,-,-,Hendri,10/02/2021 10:45,50000,586.08,-,"Chave et al, 2014",media/SRK_3_146.jpg,media/SRK_2_146.jpg,media/SRK_1_146.jpg,media/SRK_4_146.jpg
147,SRK0211GS,Kelat,Eugenia spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,20,13,Mineral,-,-0.0387573,101.405029800000,"68,74357326","0,036",-,-,-,Hendri,10/02/2021 10:55,200000,2866.61,-,"Chave et al, 2014",media/SRK_3_147.jpg,media/SRK_2_147.jpg,media/SRK_1_147.jpg,media/SRK_4_147.jpg
148,SRK0212GS,Marsawa,Anisoptera Marginata,Pohon Muda,icon/young_tree.svg,Vulnerable,17,13,13,Mineral,-,-0.038809,101.405125,"70,35028081","0,036",-,-,-,Hendri,10/02/2021 11:03,50000,277.61,-,"Chave et al, 2014",media/SRK_3_148.jpg,media/SRK_2_148.jpg,media/SRK_1_148.jpg,media/SRK_4_148.jpg
149,SRK0213GS,Arang Arang,Diospyros spp,Pohon Muda,icon/young_tree.svg,Vulnerable,14,8,13,Mineral,-,-0.0387651,101.405030600000,"40,176998","0,036",-,-,-,Hendri,10/02/2021 11:10,50000,148.86,-,"Chave et al, 2014",media/SRK_3_149.jpg,media/SRK_2_149.jpg,media/SRK_1_149.jpg,media/SRK_4_149.jpg
150,SRK0214GS,Meranti Kunyit,Shorea hemsleyana,Pohon Muda,icon/young_tree.svg,Vulnerable,27,16,13,Mineral,-,-0.0385856,101.405048600000,"71,85421818","0,036",-,-,-,Hendri,10/02/2021 11:16,50000,977.39,-,"Chave et al, 2014",media/SRK_3_150.jpg,media/SRK_2_150.jpg,media/SRK_1_150.jpg,media/SRK_4_150.jpg
151,SRK0215GS,Meranti Batu,shorea sp,Pohon Dewasa,icon/mature_tree.svg,-,48,18,13,Mineral,-,-0.0384859,101.404902600000,"67,6170618","0,036",-,-,-,Hendri,10/02/2021 11:24,200000,3045.30,-,"Chave et al, 2014",media/SRK_3_151.jpg,media/SRK_2_151.jpg,media/SRK_1_151.jpg,media/SRK_4_151.jpg
152,SRK0216GS,Meranti Batu,shorea sp,Pohon Dewasa,icon/mature_tree.svg,-,40,18,13,Mineral,-,-0.0384019,101.405141400000,"71,60607194","0,036",-,-,-,Hendri,10/02/2021 11:27,200000,2133.38,-,"Chave et al, 2014",media/SRK_3_152.jpg,media/SRK_2_152.jpg,media/SRK_1_152.jpg,media/SRK_4_152.jpg
153,SRK0217GS,Arang Arang,Diospyros spp,Pohon Dewasa,icon/mature_tree.svg,Vulnerable,45,20,13,Mineral,-,-0.0387061,101.405165000000,"96,05142043","0,036",-,-,-,Hendri,10/02/2021 11:31,200000,3556.34,-,"Chave et al, 2014",media/SRK_3_153.jpg,media/SRK_2_153.jpg,media/SRK_1_153.jpg,media/SRK_4_153.jpg
154,SRK0218GS,Pisang Pisang,Alphonsea spp,Pohon Muda,icon/young_tree.svg,Least Concern,33,18,13,Mineral,-,-0.0386494,101.405178400000,"70,11704742","0,036",-,-,-,Hendri,10/01/2021 11:37,50000,1780.36,-,"Chave et al, 2014",media/SRK_3_154.jpg,media/SRK_2_154.jpg,media/SRK_1_154.jpg,media/SRK_4_154.jpg
155,SRK0220GS,Pasir Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,21,12,13,Mineral,-,-0.0383278,101.405260000000,"82,9107517","0,036",-,-,-,Hendri,10/02/2021 11:41,50000,445.01,-,"Chave et al, 2014",media/SRK_3_155.jpg,media/SRK_2_155.jpg,media/SRK_1_155.jpg,media/SRK_4_155.jpg
156,SRK0220GS,Pisang Pisang,Alphonsea spp,Pohon Muda,icon/young_tree.svg,Least Concern,34,17,13,Mineral,-,-0.0383439,101.404942000000,"72,95970635","0,036",-,-,-,Hendri,10/02/2021 11:48,50000,1784.79,-,"Chave et al, 2014",media/SRK_3_156.jpg,media/SRK_2_156.jpg,media/SRK_1_156.jpg,media/SRK_4_156.jpg
157,SRK0221GS,Balam Merah,Palaquium sp,Pohon Muda,icon/young_tree.svg,-,12,11,13,Mineral,-,-0.0381405,101.404944300000,"74,27094205","0,036",-,-,-,Hendri,10/02/2021 11:56,50000,63.42,-,"Brown, 1997",media/SRK_3_157.jpg,media/SRK_2_157.jpg,media/SRK_1_157.jpg,media/SRK_4_157.jpg
158,SRK0222GS,Rempinis,Sloetia elongata,Pohon Muda,icon/young_tree.svg,-,14,8,13,Mineral,-,-0.0380912,101.404845800000,"37,94362125","0,036",-,-,-,Hendri,10/02/2021 12:03,50000,181.68,-,"Chave et al, 2014",media/SRK_3_158.jpg,media/SRK_2_158.jpg,media/SRK_1_158.jpg,media/SRK_4_158.jpg
159,SRK0223GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,27,14,13,Mineral,-,-0.0379805,101.404722300000,"67,90786045","0,036",-,-,-,Hendri,10/02/2021 12:10,50000,501.04,-,"Chave et al, 2014",media/SRK_3_159.jpg,media/SRK_2_159.jpg,media/SRK_1_159.jpg,media/SRK_4_159.jpg
160,SRK0224GS,Sendok Sendok,Endospermum spp,Pohon Muda,icon/young_tree.svg,Least Concern,23,15,13,Mineral,-,-0.0379602,101.404542200000,"79,17473119","0,035",-,-,-,Hendri,10/02/2021 12:15,50000,373.72,-,"Chave et al, 2014",media/SRK_3_160.jpg,media/SRK_2_160.jpg,media/SRK_1_160.jpg,media/SRK_4_160.jpg
161,SRK0225GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,14,9,13,Mineral,-,-0.0380576,101.404626000000,"78,58323988","0,035",-,-,-,Hendri,10/02/2021 12:20,50000,90.33,-,"Chave et al, 2014",media/SRK_3_161.jpg,media/SRK_2_161.jpg,media/SRK_1_161.jpg,media/SRK_4_161.jpg
162,SRK0050GS,Pasang Pasang,Quercus argentata,Pohon Muda,icon/young_tree.svg,Least Concern,16,10,13,Mineral,-,-0.037782,101.4049089,"57,45337944","0,036",-,-,-,Fahrizal,9/29/2021 14:49,50000,262.34,-,"Chave et al, 2014",media/SRK_3_162.jpg,media/SRK_2_162.jpg,media/SRK_1_162.jpg,media/SRK_4_162.jpg
163,SRK0227GS,Medang,Alseodaphne sp,Pohon Muda,icon/young_tree.svg,Vulnerable,17,13,13,Mineral,-,-0.0378088,101.405008300000,"64,82527434","0,036",-,-,-,Hendri,10/02/2021 14:58,50000,288.00,-,"Chave et al, 2014",media/SRK_3_163.jpg,media/SRK_2_163.jpg,media/SRK_1_163.jpg,media/SRK_4_163.jpg
164,SRK0228GS,Pasir Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,27,13,13,Mineral,-,-0.0379367,101.404826400000,"75,33581773","0,036",-,-,-,Hendri,10/02/2021 15:02,50000,785.87,-,"Chave et al, 2014",media/SRK_3_164.jpg,media/SRK_2_164.jpg,media/SRK_1_164.jpg,media/SRK_4_164.jpg
165,SRK0138GS,Kempas,Koompassia malaccensis,Pohon Muda,icon/young_tree.svg,Conservation dependent,19,13,13,Mineral,-,-0.0378803,101.405016600000,"71,00052287","0,036",-,-,-,Adep,10/01/2021 15:07,50000,514.35,-,"Chave et al, 2014",media/SRK_3_165.jpg,media/SRK_2_165.jpg,media/SRK_1_165.jpg,media/SRK_4_165.jpg
166,SRK0139GS,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,12,14,13,Mineral,-,-0.0379203,101.404944300000,"81,90571692","0,036",-,-,-,Adep,10/01/2021 15:11,50000,159.18,-,"Chave et al, 2014",media/SRK_3_166.jpg,media/SRK_2_166.jpg,media/SRK_1_166.jpg,media/SRK_4_166.jpg
167,SRK0140GS,Pasir Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,10,10,13,Mineral,-,-0.0377953,101.405113000000,"79,08973832","0,036",-,-,-,Adep,10/01/2021 15:14,50000,87.52,-,"Chave et al, 2014",media/SRK_3_167.jpg,media/SRK_2_167.jpg,media/SRK_1_167.jpg,media/SRK_4_167.jpg
168,SRK0229GS,Pasir Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,39,18,13,Mineral,-,-0.0379249,101.404947300000,"54,59404418","0,036",-,-,-,Hendri,10/02/2021 15:16,50000,2213.21,-,"Chave et al, 2014",media/SRK_3_168.jpg,media/SRK_2_168.jpg,media/SRK_1_168.jpg,media/SRK_4_168.jpg
169,SRK0143GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,22,12,13,Mineral,-,-0.0379569,101.405067600000,"74,42331197","0,036",-,-,-,Hendri,10/01/2021 15:21,50000,289.02,-,"Chave et al, 2014",media/SRK_3_169.jpg,media/SRK_2_169.jpg,media/SRK_1_169.jpg,media/SRK_4_169.jpg
170,SRK0145GS,Kayu Hitam,Diospyros rumphii,Pohon Muda,icon/young_tree.svg,Data deficent,24,15,13,Mineral,-,-0.0378945,101.405199700000,"66,94368152","0,036",-,-,-,Hendri,10/01/2021 15:24,50000,994.47,-,"Chave et al, 2014",media/SRK_3_170.jpg,media/SRK_2_170.jpg,media/SRK_1_170.jpg,media/SRK_4_170.jpg
171,SRK0146GS,Pasir Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,27,18,13,Mineral,-,-0.0379517,101.405193300000,"66,94368152","0,036",-,-,-,Hendri,10/01/2021 15:27,50000,1079.66,-,"Chave et al, 2014",media/SRK_3_171.jpg,media/SRK_2_171.jpg,media/SRK_1_171.jpg,media/SRK_4_171.jpg
172,SRK0147GS,Sendok Sendok,Endospermum spp,Pohon Muda,icon/young_tree.svg,Least Concern,37,20,13,Mineral,-,-0.0378357,101.405244600000,"46,20803843","0,036",-,-,-,Hendri,10/01/2021 15:30,50000,1251.78,-,"Chave et al, 2014",media/SRK_3_172.jpg,media/SRK_2_172.jpg,media/SRK_1_172.jpg,media/SRK_4_172.jpg
173,SRK0148GS,Pasang Pasang,Quercus argentata,Pohon Muda,icon/young_tree.svg,Least Concern,14,15,13,Mineral,-,-0.0378822,101.405127400000,"38,56060751","0,036",-,-,-,Hendri,10/01/2021 15:33,50000,300.28,-,"Chave et al, 2014",media/SRK_3_173.jpg,media/SRK_2_173.jpg,media/SRK_1_173.jpg,media/SRK_4_173.jpg
174,SRK0149GS,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,14,20,13,Mineral,-,-0.0379717,101.405321800000,"55,41093599","0,036",-,-,-,Adep,10/01/2021 15:35,50000,304.61,-,"Chave et al, 2014",media/SRK_3_174.jpg,media/SRK_2_174.jpg,media/SRK_1_174.jpg,media/SRK_4_174.jpg
175,SRK0150GS,Cempedak,Artocarpus heterophyllus,Pohon Muda,icon/young_tree.svg,-,28,15,13,Mineral,-,-0.0381354,101.405101800000,"38,63945627","0,036",-,-,-,Hendri,10/01/2021 15:36,50000,758.06,-,"Chave et al, 2014",media/SRK_3_175.jpg,media/SRK_2_175.jpg,media/SRK_1_175.jpg,media/SRK_4_175.jpg
176,SRK0230GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,25,17,13,Mineral,-,-0.0379254,101.405237700000,"43,37080991","0,036",-,-,-,Adep,10/02/2021 15:40,50000,521.11,-,"Chave et al, 2014",media/SRK_3_176.jpg,media/SRK_2_176.jpg,media/SRK_1_176.jpg,media/SRK_4_176.jpg
177,SRK0231GS,Meranti Merah,Shorea scaberrima,Pohon Muda,icon/young_tree.svg,Near Threatened,20,22,13,Mineral,-,-0.0378015,101.405107500000,"43,62248932","0,036",-,-,-,Hendri,10/02/2021 15:41,50000,577.05,-,"Chave et al, 2014",media/SRK_3_177.jpg,media/SRK_2_177.jpg,media/SRK_1_177.jpg,media/SRK_4_177.jpg
178,SRK0232GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,31,14,13,Mineral,-,-0.0376722,101.405293000000,"47,60846334","0,036",-,-,-,Adep,10/02/2021 15:44,50000,656.13,-,"Chave et al, 2014",media/SRK_3_178.jpg,media/SRK_2_178.jpg,media/SRK_1_178.jpg,media/SRK_4_178.jpg
179,SRK0233GS,Kempas,Koompassia malaccensis,Pohon Muda,icon/young_tree.svg,Conservation dependent,17,13,13,Mineral,-,-0.0376658,101.405239300000,"43,15749241","0,036",-,-,-,Hendri,10/02/2021 15:47,50000,413.97,-,"Chave et al, 2014",media/SRK_3_179.jpg,media/SRK_2_179.jpg,media/SRK_1_179.jpg,media/SRK_4_179.jpg
180,SRK0234GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,22,13,13,Mineral,-,-0.0376793,101.405211300000,"40,96075317","0,036",-,-,-,Adep,10/02/2021 15:49,50000,312.50,-,"Chave et al, 2014",media/SRK_3_180.jpg,media/SRK_2_180.jpg,media/SRK_1_180.jpg,media/SRK_4_180.jpg
181,SRK0235GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,21,10,13,Mineral,-,-0.0377429,101.405232000000,"48,85336967","0,036",-,-,-,Hendri.,10/02/2021 15:51,50000,220.90,-,"Chave et al, 2014",media/SRK_3_181.jpg,media/SRK_2_181.jpg,media/SRK_1_181.jpg,media/SRK_4_181.jpg
182,SRK0236GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,17,15,13,Mineral,-,-0.0377463,101.405131700000,"51,61713817","0,036",-,-,-,Adep,10/02/2021 15:53,50000,217.24,-,"Chave et al, 2014",media/SRK_3_182.jpg,media/SRK_2_182.jpg,media/SRK_1_182.jpg,media/SRK_4_182.jpg
183,SRK0237GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,15,18,13,Mineral,-,-0.0377875,101.405213600000,"45,65113271","0,036",-,-,-,Hendri,10/02/2021 15:57,50000,203.29,-,"Chave et al, 2014",media/SRK_3_183.jpg,media/SRK_2_183.jpg,media/SRK_1_183.jpg,media/SRK_4_183.jpg
184,SRK0238GS,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,Least Concern,12,12,13,Mineral,-,-0.0379442,101.404901300000,"49,30910919","0,036",-,-,-,Hendri,10/02/2021 16:00,50000,166.03,-,"Chave et al, 2014",media/SRK_3_184.jpg,media/SRK_2_184.jpg,media/SRK_1_184.jpg,media/SRK_4_184.jpg
185,SRK0239GS,Sendok Sendok,Endospermum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,25,13,Mineral,-,-0.0377142,101.405348800000,"50,5863318","0,036",-,-,-,Adep,10/02/2021 16:04,200000,1812.19,-,"Chave et al, 2014",media/SRK_3_185.jpg,media/SRK_2_185.jpg,media/SRK_1_185.jpg,media/SRK_4_185.jpg
186,SRK0240GS,Sendok Sendok,Endospermum spp,Pohon Muda,icon/young_tree.svg,Least Concern,28,26,13,Mineral,-,-0.0377215,101.405357300000,"46,23261592","0,036",-,-,-,Hendri,10/02/2021 16:06,50000,938.55,-,"Chave et al, 2014",media/SRK_3_186.jpg,media/SRK_2_186.jpg,media/SRK_1_186.jpg,media/SRK_4_186.jpg
187,SRK0242GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,23,14,13,Mineral,-,-0.0377183,101.405411000000,"59,46627549","0,036",-,-,-,Adep,10/02/2021 16:08,50000,366.39,-,"Chave et al, 2014",media/SRK_3_187.jpg,media/SRK_2_187.jpg,media/SRK_1_187.jpg,media/SRK_4_187.jpg
188,SRK0241GS,Sendok Sendok,Endospermum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,44,30,13,Mineral,-,-0.0377061,101.405334500000,"57,74454435","0,036",-,-,-,Hendri,10/02/2021 16:10,200000,2607.85,-,"Chave et al, 2014",media/SRK_3_188.jpg,media/SRK_2_188.jpg,media/SRK_1_188.jpg,media/SRK_4_188.jpg
189,SRK0243GS,Pasir Pasir,Guettarda speciosa,Pohon Muda,icon/young_tree.svg,Least Concern,23,15,13,Mineral,-,-0.0376995,101.405369700000,"47,24161544","0,036",-,-,-,Adep,10/02/2021 16:12,50000,660.81,-,"Chave et al, 2014",media/SRK_3_189.jpg,media/SRK_2_189.jpg,media/SRK_1_189.jpg,media/SRK_4_189.jpg
190,SRK0244GS,Sendok Sendok,Endospermum spp,Pohon Muda,icon/young_tree.svg,Least Concern,37,26,13,Mineral,-,-0.0378508,101.405378700000,"56,07856731","0,036",-,-,-,Hendri,10/02/2021 16:15,50000,1617.10,-,"Chave et al, 2014",media/SRK_3_190.jpg,media/SRK_2_190.jpg,media/SRK_1_190.jpg,media/SRK_4_190.jpg
191,SRK0245GS,Terap,Artocarpus odoratissimus,Pohon Muda,icon/young_tree.svg,Near Threatened,19,14,13,Mineral,-,-0.0378008,101.405312200000,"49,50671006","0,036",-,-,-,Adep,10/02/2021 16:18,50000,332.46,-,"Chave et al, 2014",media/SRK_3_191.jpg,media/SRK_2_191.jpg,media/SRK_1_191.jpg,media/SRK_4_191.jpg
192,SRK0246GS,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,21,12,13,Mineral,-,-0.0378017,101.405406700000,"49,41981274","0,036",-,-,-,Hendri,10/02/2021 16:19,50000,408.28,-,"Chave et al, 2014",media/SRK_3_192.jpg,media/SRK_2_192.jpg,media/SRK_1_192.jpg,media/SRK_4_192.jpg
193,SRK0247GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,18,17,13,Mineral,-,-0.0376832,101.405460600000,"35,27001611","0,036",-,-,-,Adep,10/02/2021 16:21,50000,274.44,-,"Chave et al, 2014",media/SRK_3_193.jpg,media/SRK_2_193.jpg,media/SRK_1_193.jpg,media/SRK_4_193.jpg
194,SRK0248GS,Sendok Sendok,Endospermum spp,Pohon Muda,icon/young_tree.svg,Least Concern,14,16,13,Mineral,-,-0.0378085,101.405532800000,"72,48795404","0,036",-,-,-,Hendri,10/02/2021 16:23,50000,151.03,-,"Chave et al, 2014",media/SRK_3_194.jpg,media/SRK_2_194.jpg,media/SRK_1_194.jpg,media/SRK_4_194.jpg
195,SRK0249GS,Sendok Sendok,Endospermum spp,Pohon Muda,icon/young_tree.svg,Least Concern,35,23,13,Mineral,-,-0.0378445,101.405379000000,"51,77023009","0,036",-,-,-,Adep,10/02/2021 16:26,50000,1287.24,-,"Chave et al, 2014",media/SRK_3_195.jpg,media/SRK_2_195.jpg,media/SRK_1_195.jpg,media/SRK_4_195.jpg
196,SRK0250GS,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,26,18,13,Mineral,-,-0.0378437,101.405527000000,"47,29635358","0,036",-,-,-,Hendri,10/02/2021 16:28,50000,920.19,-,"Chave et al, 2014",media/SRK_3_196.jpg,media/SRK_2_196.jpg,media/SRK_1_196.jpg,media/SRK_4_196.jpg
197,SRK0251GS,Pisang Pisang,Alphonsea spp,Pohon Muda,icon/young_tree.svg,Least Concern,37,21,13,Mineral,-,-0.0379118,101.405633200000,"87,83122567","0,036",-,-,-,Adep,10/02/2021 16:30,50000,2587.25,-,"Chave et al, 2014",media/SRK_3_197.jpg,media/SRK_2_197.jpg,media/SRK_1_197.jpg,media/SRK_4_197.jpg
198,SRK0252GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,22,16,13,Mineral,-,-0.0378901,101.405638400000,"87,03604409","0,036",-,-,-,Hendri,10/02/2021 16:32,50000,382.70,-,"Chave et al, 2014",media/SRK_3_198.jpg,media/SRK_2_198.jpg,media/SRK_1_198.jpg,media/SRK_4_198.jpg
197,SRK0251GS,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,26,30,13,Mineral,-,-0.0394653,101.4043805,35.81752113,0.035,-,-,-,Fahrizal,11/06/2021 9:50,50000,1514.95,-,"Chave et al, 2014",media/SRK_3_199.jpg,media/SRK_2_199.jpg,media/SRK_1_199.jpg,media/SRK_4_199.jpg
198,SRK0252GS,Kelat,Eugenia spp,Pohon Muda,icon/young_tree.svg,Least Concern,23,12,13,Mineral,-,-0.0394734,101.4043832,39.28814669,0.035,-,-,-,Fahrizal,11/06/2021 9:55,50000,591.17,-,"Chave et al, 2014",media/SRK_3_200.jpg,media/SRK_2_200.jpg,media/SRK_1_200.jpg,media/SRK_4_200.jpg
199,SRK0256GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,38,20,13,Mineral,-,-0.0395119,101.4044083,35.36518378,0.035,-,-,-,Fahrizal,11/06/2021 9:59,50000,1382.85,-,"Chave et al, 2014",media/SRK_3_201.jpg,media/SRK_2_201.jpg,media/SRK_1_201.jpg,media/SRK_4_201.jpg
200,SRK0257GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,20,10,13,Mineral,-,-0.0395786,101.4044705,27.48897792,0.035,-,-,-,Fahrizal,11/06/2021 10:01,50000,200.84,-,"Chave et al, 2014",media/SRK_3_202.jpg,media/SRK_2_202.jpg,media/SRK_1_202.jpg,media/SRK_4_202.jpg
201,SRK0262GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,30,20,13,Mineral,-,-0.039571,101.4044552,26.39946007,0.035,-,-,-,Fahrizal,11/06/2021 10:09,50000,871.72,-,"Chave et al, 2014",media/SRK_3_203.jpg,media/SRK_2_203.jpg,media/SRK_1_203.jpg,media/SRK_4_203.jpg
202,SRK0263GS,Teratai,Santiria laevigata,Pohon Muda,icon/young_tree.svg,Least Concern,11,7,13,Mineral,-,-0.0396353,101.4046776,28.63354861,0.035,-,-,-,Fahrizal,11/06/2021 10:15,50000,62.12,-,"Chave et al, 2014",media/SRK_3_204.jpg,media/SRK_2_204.jpg,media/SRK_1_204.jpg,media/SRK_4_204.jpg
203,SRK0258GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,33,18,13,Mineral,-,-0.0396169,101.4047077,34.44136427,0.035,-,-,-,Fahrizal,11/06/2021 10:20,50000,947.36,-,"Chave et al, 2014",media/SRK_3_205.jpg,media/SRK_2_205.jpg,media/SRK_1_205.jpg,media/SRK_4_205.jpg
204,SRK0269GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,17,12,13,Mineral,-,-0.0395891,101.4047151,33.06888674,0.035,-,-,-,Fahrizal,11/06/2021 10:24,50000,174.72,-,"Chave et al, 2014",media/SRK_3_206.jpg,media/SRK_2_206.jpg,media/SRK_1_206.jpg,media/SRK_4_206.jpg
205,SRK0275GS,Mendarahan,Myristica Iners,Pohon Muda,icon/young_tree.svg,Least Concern,15,10,13,Mineral,-,-0.0395927,101.404696,33.51767177,0.035,-,-,-,Fahrizal,11/06/2021 10:28,50000,144.34,-,"Chave et al, 2014",media/SRK_3_207.jpg,media/SRK_2_207.jpg,media/SRK_1_207.jpg,media/SRK_4_207.jpg
206,SRK0276GS,Mendarahan,Myristica Iners,Pohon Muda,icon/young_tree.svg,Least Concern,15,16,13,Mineral,-,-0.0396266,101.4048018,33.37178335,0.035,-,-,-,Fahrizal,11/06/2021 10:34,50000,228.35,-,"Chave et al, 2014",media/SRK_3_208.jpg,media/SRK_2_208.jpg,media/SRK_1_208.jpg,media/SRK_4_208.jpg
207,SRK0274GS,Mendarahan,Myristica Iners,Pohon Muda,icon/young_tree.svg,Least Concern,12,18,13,Mineral,-,-0.0395937,101.4047945,26.84791161,0.035,-,-,-,Fahrizal,11/06/2021 10:36,50000,165.71,-,"Chave et al, 2014",media/SRK_3_209.jpg,media/SRK_2_209.jpg,media/SRK_1_209.jpg,media/SRK_4_209.jpg
208,SRK0273GS,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,13,10,13,Mineral,-,-0.0395363,101.4048446,36.54614182,0.035,-,-,-,Fahrizal,11/06/2021 10:40,50000,134.00,-,"Chave et al, 2014",media/SRK_3_210.jpg,media/SRK_2_210.jpg,media/SRK_1_210.jpg,media/SRK_4_210.jpg
209,SRK0277GS,Mahang,Macaranga spp,Pohon Muda,icon/young_tree.svg,Endangered,17,15,13,Mineral,-,-0.0396024,101.4048557,19.79469051,0.035,-,-,-,Fahrizal,11/06/2021 10:44,50000,217.24,-,"Chave et al, 2014",media/SRK_3_211.jpg,media/SRK_2_211.jpg,media/SRK_1_211.jpg,media/SRK_4_211.jpg
210,SRK0283GS,Meranti,Shorea sp,Pohon Muda,icon/young_tree.svg,-,28,20,13,Mineral,-,-0.0396118,101.4048182,35.1320084,0.035,-,-,-,Fahrizal,11/06/2021 10:49,50000,1178.58,-,"Chave et al, 2014",media/SRK_3_212.jpg,media/SRK_2_212.jpg,media/SRK_1_212.jpg,media/SRK_4_212.jpg
